src,des,value
gerris,reznak,1
arianne,septon,1
nymeria,oberyn,1
owen,septon,1
jaime,penny,1
jon,styr,1
bowen,jax,1
jax,jon,1
big,jon,1
mord,old,1
brandon,hodor,1
goghor,hizdahr,1
brandon,leaf,1
jojen,sansa,1
jojen,jon,1
rickon,sansa,1
great,mother,1
clegane,sandor,1
jojen,leaf,1
black,coals,1
moqorro,old,1
gerion,moqorro,1
hugor,sunset,1
oppo,penny,1
jon,othell,1
stannis,ygritte,1
belaquo,ithoke,1
barsena,khrazz,1
irri,jhogo,1
grey,marselen,1
jhogo,rakharo,1
jhogo,mother,1
reznak,satin,1
grey,rakharo,1
marselen,symon,1
blue,symon,1
daeron,jon,1
jon,pate,1
arnolf,mors,1
alysane,stannis,1
donal,mag,1
mag,mord,1
big,ygritte,1
arron,satin,1
mord,tom,1
camarron,giant,1
hop-bean,penny,1
janos,robert,1
davos,jon,1
fingers,tyrion,1
kyra,mord,1
barbrey,ned,1
rickard,roose,1
rodrik,roger,1
big,reek,1
rhaegar,roose,1
lamprey,ramsay,1
roose,sour,1
harwood,ramsay,1
harwood,reek,1
big,blood,1
ben,big,1
blood,frey,1
grunt,roose,1
ben,red,1
blood,sour,1
ben,skinner,1
arya,sansa,1
arya,hodor,1
arnolf,ramsay,1
glover,rickard,1
kyra,little,1
mord,slate,1
dornish,penny,1
oppo,tyroshi,1
daenerys,tysha,1
benerro,daenerys,1
hugor,jorah,1
aegon,daario,1
penny,ramsay,1
reek,rodrik,1
reek,walda,1
arnolf,ned,1
prendahl,sallor,1
hazzea,reznak,1
domeric,ramsay,1
domeric,rickard,1
daenerys,walder,1
reek,skinner,1
luton,sour,1
ramsay,walton,1
missandei,qezza,1
missandei,willem,1
daenerys,skahaz,1
marselen,reznak,1
sam,ygritte,1
gilly,ygritte,1
daemon,obara,1
bearded,garth,1
clayton,corliss,1
doran,trystane,1
balon,trystane,1
sigorn,val,1
balon,dornish,1
alfyn,halleck,1
arianne,myrcella,1
obara,princess,1
ricasso,tyene,1
areo,doran,1
dagos,oberyn,1
ellaria,tremond,1
dornish,ghost,1
ricasso,tommen,1
balon,elia,1
ellaria,trystane,1
princess,tyene,1
gregor,obara,1
joramun,ygritte,1
arianne,trystane,1
obara,oberyn,1
daenerys,oberyn,1
gerold,tyene,1
balon,gerold,1
arys,myrcella,1
joramun,melisandre,1
ellaria,stannis,1
ellaria,oberyn,1
cersei,oberyn,1
ellaria,tyene,1
aegon,rhaenys,1
elia,myrcella,1
elia,gregor,1
amory,robert,1
azor,stannis,1
clegane,tyene,1
clegane,gregor,1
areo,obara,1
godry,melisandre,1
nymeria,tyene,1
jeyne,stannis,1
clydas,nissa,1
rodrik,theon,1
grey,missandei,1
arya,barbrey,1
sansa,tommen,1
theon,walda,1
arya,brown,1
luwin,roose,1
black,grey,1
aemon,azor,1
ned,roose,1
brown,jeyne,1
mazdhan,mossador,1
duran,eladon,1
hizdahr,jorah,1
daario,long,1
missandei,mossador,1
daario,sweet,1
great,theon,1
aemon,clydas,1
jon,tywin,1
melisandre,mord,1
doran,ellaria,1
areo,caleotte,1
arianne,ellaria,1
robert,tyrion,1
melisandre,tommen,1
bowen,mormont,1
grenn,satin,1
reek,theon,1
arnolf,theon,1
fat,theon,1
roose,tully,1
luwin,rickard,1
medrick,roose,1
roose,ryswell,1
stannis,walda,1
theon,walder,1
danny,ramsay,1
clydas,ghost,1
kevan,varys,1
